conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,rolnictwo przyjazne klimatowi,released,knowledge,sector-specific,,"Zintegrowane podejście dotyczące gospodarowania krajobrazem, którego celem jest zwiększenie wydajności produkcji żywności i odporności upraw, zapewnienie bezpieczeństwa żywności, redukcja emisji oraz dostosowanie się do zmiany klimatu.
   ",http://data.europa.eu/esco/isced-f/0811,produkcja roślinna i zwierzęca
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,przygotowywać umowy o poprawę efektywności energetycznej,released,skill/competence,sector-specific,,"Przygotować i dokonać przeglądu umów opisującego charakterystykę energetyczną, upewniając się, że są one zgodne z wymogami prawnymi.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,wypracowywać kompromis | pisanie techniczne lub akademickie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05dbdec3-c9d0-4f15-91ad-0700475a0f75,oceniać wpływ środowiska na kończyny bydła,released,skill/competence,occupation-specific,,"Ocena środowiska i tego, jak może wpływać na zdrowie stóp u bydła. Czynniki środowiskowe obejmują dietę, warunki mieszkaniowe i narażenie na środowisko.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,udzielanie porad w sprawach środowiskowych | oceniać wpływ na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,energia słoneczna,released,knowledge,cross-sector,energia słoneczna cieplna | STE | technologia słoneczna | energia ze słońca | energia fotowoltaiczna | odnawialne źródło energii słonecznej | energia ze światła słonecznego,"Energia pochodząca z światła i ciepła ze słońca, która może być wykorzystywana i użytkowana jako odnawialne źródło energii z wykorzystaniem różnych technologii, takich jak fotowoltaika (PV) służąca do produkcji energii elektrycznej i energia cieplna z energii słonecznej (STE) w celu wytwarzania energii cieplnej.",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,technologie energetyki odnawialnej | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,zarządzać zezwoleniami na wykorzystanie zasobów gruntowych,released,skill/competence,sector-specific,,Zbadać potencjalny wpływ wykorzystania zasobów gruntów na wody i siedliska wodne. Przedstawić zalecenia dotyczące zatwierdzania lub odrzucania zezwoleń na te cele.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"opracowywanie dokumentacji do umów, zgłoszeń lub pozwoleń"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/065ec709-e0f4-407f-91fe-9feab66942be,projektować systemy spryskiwaczy,released,skill/competence,occupation-specific,,"Projektowanie systemów spryskiwaczy. Należy brać pod uwagę kwestie ochrony wód, istniejące i proponowane cechy krajobrazu oraz sekwencjonowanie czasowe istniejących systemów.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"projektowanie materiałów, systemów lub produktów przemysłowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,przeprowadzać studia wykonalności dotyczące mini elektrowni wiatrowych,released,skill/competence,sector-specific,,"Przeprowadzać ewaluację i ocenę potencjału mini elektrowni wiatrowych. Prowadzić znormalizowane badania w celu oszacowania zapotrzebowania budynku na energię elektryczną, udziału mini elektrowni wiatrowych w całkowitej podaży oraz prowadzić badania naukowe wspierające proces podejmowania decyzji.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,sporządzać studium wykonalności | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,prowadzić uprawy przeznaczone do produkcji biomasy,released,skill/competence,sector-specific,,"Przeprowadzić uprawę przeznaczoną na biomasę, przetworzyć uprawy na biomasę.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,uprawa gruntów i roślin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,badać systemy silosów,released,skill/competence,sector-specific,,Kontrola systemów silosów w celu zminimalizowania szkodliwych emisji podczas ich użytkowania.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,interpretować dane naukowe w celu oceny jakości wody,released,skill/competence,cross-sector,,"Analiz i interpretacja danych, takich jak właściwości biologiczne, aby poznać jakość wody.",http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"zarządzać testami jakości wody | analiza danych, informacji i treści cyfrowych | analizować dane naukowe | analiza danych naukowych i medycznych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,polityka ochrony środowiska,released,knowledge,cross-sector,polityka zrównoważonego rozwoju środowiska | lokalna polityka ochrony środowiska | krajowa polityka ochrony środowiska | polityka środowiskowa | międzynarodowa polityka ochrony środowiska,"Lokalne, krajowe i międzynarodowe polityki dotyczące promowania zrównoważenia środowiskowego i rozwoju projektów, które zmniejszają negatywne oddziaływanie na środowisko i poprawiają stan środowiska.",http://data.europa.eu/esco/isced-f/0521,nauki o środowisku
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085c8851-2354-44ae-98de-367bdde8bf58,komunikować się z zakładami przetwarzania odpadów,released,skill/competence,occupation-specific,,"Komunikacja z placówkami zajmującymi się przetwarzaniem odpadów niebezpiecznych lub innych niż niebezpieczne, aby zapewnić skuteczną współpracę w organizowaniu procedur przetwarzania odpadów.",http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29 | http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc,zarządzać zakładem przetwarzania odpadów | komunikacja ze współpracownikami i klientami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,zapewniać zgodność z przepisami środowiskowymi,released,skill/competence,cross-sector,,Monitorować działania i wykonywać zadania zapewniające zgodność z normami dotyczącymi ochrony środowiska i zrównoważonego rozwoju oraz zmieniać działania w przypadku zmian w przepisach dotyczących środowiska. Zapewnianie zgodności procesów z przepisami w zakresie ochrony środowiska i najlepszymi praktykami.,http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,zapewniać przestrzeganie wymogów prawnych | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,instalować panele fotowoltaiczne,released,skill/competence,occupation-specific,,Bezpieczna instalacja paneli fotowoltaicznych przy użyciu określonego systemu montażowego oraz w określonej pozycji i nachyleniu.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"pozycjonowanie materiałów, narzędzi lub sprzętu"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,przeprowadzać audyty w miejscach wykonywania prac inżynieryjnych,released,skill/competence,cross-sector,,"Zbierać informacje strukturalne, elektryczne i pokrewne o lokalizacji, przeprowadzając audyty inżynieryjne. Służą do projektowania rozwiązań inżynieryjnych, takich jak systemy energii słonecznej.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,myśleć krytycznie | monitorowanie działalności operacyjnej | przetwarzać informacje jakościowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09c28e46-712a-4c11-a4ae-67ae554ea940,doradzać w zakresie ograniczenia stosowania chemikaliów,released,skill/competence,cross-sector,doradztwo w zakresie ograniczania stosowania chemikaliów,"Udzielać porad dotyczących redukcji stosowania chemikaliów, takich jak pestycydy, emisji różnych substancji chemicznych w celu ograniczenia ich wpływu na środowisko i zmniejszenia ryzyka dla ludzi. Śledzić przepisy i polityki w tej dziedzinie.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,rodzaje generatorów prądów pływowych,released,knowledge,sector-specific,rodzaje konwerterów energii pływowej | generatory pływów | TEC | młyn pływowy | rodzaje turbin pływowych,"Różne rodzaje generatorów, takie jak turbiny Banki-Michella, turbiny o zwiększonym przepływie, urządzenia, w których wykorzystuje się efekt Venturiego lub turbiny z latawcem podwodnym. Służą one do pozyskiwania energii z prądów wodnych albo w rzekach, albo w obszarach przyujściowych wykorzystujących amplitudę pływów, jak również w morskich prądach głębinowych.
	",http://data.europa.eu/esco/isced-f/0713,elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,przeprowadzać audyt energetyczny,released,skill/competence,sector-specific,,Systematycznie analizować i oceniać zużycie energii w celu poprawy wydajności energetycznej.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,myśleć krytycznie | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b3ae8c1-771e-4483-b3da-fd420fe6545b,dążyć do zachowania składu wody,released,skill/competence,occupation-specific,,Starać się nie zmieniać niepotrzebnie składu wody podczas usuwania niepożądanych składników.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,wymogi prawne dotyczące statków,released,knowledge,sector-specific,,"Konwencje Międzynarodowej Organizacji Morskiej (IMO) dotyczące bezpieczeństwa życia na morzu, zabezpieczenia i ochrony środowiska morskiego.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,prawo morskie | prawo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,opracowywać plany zarządzania,released,skill/competence,sector-specific,,Opracować plany zarządzania w celu utrzymania łowisk i siedlisk lub ich odnowy w razie potrzeby.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"opracowywanie planów finansowych, biznesowych i marketingowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,stosować techniki zrównoważonej uprawy,released,skill/competence,sector-specific,wdrożyć zrównoważoną uprawę,"Stosować techniki zrównoważonej uprawy, takie jak uprawa zachowawcza lub siew bezpośredni, aby zminimalizować wpływ na glebę.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,uprawa gruntów i roślin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,rodzaje materiałów izolacyjnych,released,knowledge,cross-sector,,"Różne rodzaje materiałów izolacyjnych oraz przypadki ich stosowania, korzyści, ryzyko i koszty.",http://data.europa.eu/esco/isced-f/0732,budownictwo oraz inżynieria lądowa i wodna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,przyjmować sposoby na ograniczenie zanieczyszczenia,released,skill/competence,transversal,,"Stosować środki mające na celu zmniejszenie zanieczyszczenia powietrza, zanieczyszczenia hałasem, zanieczyszczenia świetlnego oraz zanieczyszczenia wody lub środowiska, na przykład przez korzystanie z transportu publicznego, niepozostawianie odpadów w środowisku naturalnym oraz zmniejszenie niepotrzebnej emisji światła i hałasu, szczególnie w nocy.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,stosować umiejętności i kompetencje związane ze środowiskiem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,doradzać w kwestiach środowiskowych związanych z działalnością górniczą,released,skill/competence,sector-specific,,"Doradzać inżynierom, inspektorom, personelowi geotechnicznemu i metalurgom w kwestiach ochrony środowiska i rekultywacji terenu związanych z działalnością górniczą.
    ",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,doradzać innym | udzielanie porad w sprawach środowiskowych | przekazywać informacje na temat wpływu górnictwa na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,przeprowadzać kontrolę osadzania się,released,skill/competence,sector-specific,,"Zarządzanie procesami i projektami w zakresie kontroli osadów. Planować działania kontrolujące osady, aby zapobiegać zanieczyszczeniu pobliskich dróg wodnych przez erodowaną glebę.",http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organizacja, planowanie i organizacja pracy i działalności"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,ekologiczne technologie ICT,released,knowledge,occupation-specific,,"Stosowanie systemów ICT w sposób przyjazny dla środowiska i zrównoważony, taki jak wdrożenie energooszczędnych serwerów i centralnych jednostek przetwarzania (CPU), zmniejszenie zasobów i prawidłowe unieszkodliwianie odpadów elektronicznych.",http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,obsługiwać wytwórnię biogazu,released,skill/competence,occupation-specific,,"Obsługiwać urządzenia przetwarzające rośliny energetyczne i odpady z gospodarstw, zwane komorami fermentacyjnymi beztlenowymi. Upewniać się, że sprzęt działa poprawnie podczas przekształcania biomasy w biogaz, który jest wykorzystywany do wytwarzania ciepła i energii elektrycznej.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,posługiwać się sprzętem do dezynfekcji wody,released,skill/competence,sector-specific,,"Obsługiwać urządzenia do dezynfekcji wody, stosując różne metody i techniki, takie jak filtracja mechaniczna, w zależności od potrzeb.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,"przeprowadzać oceny w zakresie zdrowia, bezpieczeństwa i środowiska",released,skill/competence,cross-sector,,"Przeprowadzaj oceny zdrowia, bezpieczeństwa i środowiska w celu zapewnienia właściwego środowiska pracy i warunków.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838 | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/60ccdd6a-c100-43cf-9797-543a5c42b922,monitorowanie bezpieczeństwa | stosować środki bezpieczeństwa w miejscu pracy | dbać o zdrowie i bezpieczeństwo w sektorze wytwórczym
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,sprawdzać łopatki turbin wiatrowych,released,skill/competence,sector-specific,,"Przetestować nowe konstrukcje łopat turbin wiatrowych, które są przeznaczone do stosowania na farmach wiatrowych, zapewniając, aby łopaty działały i można je było bezpieczne wykorzystywać na docelowej farmie wiatrowej.
   ",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,montaż elementów drewnianych i metalowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,zrównoważone technologie,released,knowledge,cross-sector,zielone technologie | czysta energia,"Technologie mające na celu zmniejszenie ryzyka środowiskowego i ekologicznego, osiągając jednocześnie pozytywny wpływ ekonomiczny, społeczny i środowiskowy. Są to innowacyjne technologie zaprojektowane w celu zapobiegania negatywnemu wpływowi ludzi na planetę, zmniejszaniu go i odbudowy środowiska.",http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1063b061-329e-4212-8db4-ab936dc60efc,ekonomia środowiskowa,released,knowledge,sector-specific,zasady ekonomii środowiskowej,"Poddziedzina ekonomii zajmująca się badaniem sposobów efektywnej alokacji zasobów środowiskowych w celu ograniczenia do minimum negatywnego wpływu na środowisko naturalne.
	",http://data.europa.eu/esco/isced-f/0311,ekonomia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,opracowywać politykę w dziedzinie rolnictwa,released,skill/competence,cross-sector,opracowywać strategie w dziedzinie rolnictwa,"Opracowywanie programów rozwoju nowych technologii i metod w rolnictwie, a także rozwój i wdrażanie poprawy zrównoważenia i świadomości ekologicznej w rolnictwie.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,opracowywanie polityk i przepisów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,sojusze społeczne,released,knowledge,sector-specific,,"Tworzenie partnerstw, w ramach których różne podmioty (przedsiębiorstwa, organizacje nienastawione na zysk lub organizacje z sektora publicznego) udostępniają sobie nawzajem zasoby i wiedzę na potrzeby osiągnięcia wspólnego celu: zazwyczaj celem tym jest wyeliminowanie wyzwania społecznego lub środowiskowego.
   ",http://data.europa.eu/esco/isced-f/0314,socjologia i kulturoznawstwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,sortować odpady,released,skill/competence,cross-sector,,"Sortować odpady ręcznie lub automatycznie, dzieląc je na poszczególne elementy.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sortowanie materiałów lub produktów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,"dbać o to, by dodatki paszowe nie wywoływały żadnych szkodliwych skutków",released,skill/competence,occupation-specific,,"Zapewnianie, że dodatki do pasz są poddawane ocenie naukowej w celu ustalenia, czy dodatek ma szkodliwy wpływ na zdrowie ludzi lub zwierząt bądź na środowisko.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,przestrzeganie procedur bhp
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,opracowywać procedury gospodarowania odpadami,released,skill/competence,sector-specific,,"Opracowywanie urządzeń, metod i procedur, które mogą być stosowane w różnych rodzajach sprzętu do przetwarzania i unieszkodliwiania odpadów w celu poprawy efektywności procesów gospodarowania odpadami, zmniejszenia wpływu na środowisko oraz zapewnienia bezpieczeństwa pracownikom zajmującym się gospodarką odpadami.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,opracowywanie strategii i procedur operacyjnych | zarządzać odpadami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,określać odpowiednie systemy ciepłownicze i chłodnicze,released,skill/competence,sector-specific,,"Określać odpowiednie systemy z uwzględnieniem dostępnych źródeł energii (gleba, gaz, energia elektryczna, rejon itp.), które to systemy spełniają zapotrzebowanie budynku o niemal zerowym zużyciu energii.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,opracowywanie celów i strategii
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transport materiałów niebezpiecznych,released,knowledge,sector-specific,,"Przepisy i procedury bezpieczeństwa, które są związane z transportem materiałów niebezpiecznych i produktów, takich jak odpady niebezpieczne, chemikalia, materiały wybuchowe i materiały łatwopalne.",http://data.europa.eu/esco/isced-f/1041,usługi transportowe
